time,value
2025-09-16T01:43:48.181763013Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:43:49.177712278Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:43:50.202524196Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:43:51.190150998Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:43:52.189799092Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:43:53.21272162Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:43:54.211653007Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:43:55.212657966Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:43:56.202732044Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:43:57.203260966Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:43:58.212607669Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:43:59.181646086Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:44:00.211458549Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:44:01.211693742Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:44:02.183933218Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:44:03.188442599Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:44:04.231995211Z,"{""lat"":-37.85355788591519,""lon"":145.1196559953708}"
2025-09-16T01:44:05.187013624Z,"{""lat"":-37.85354206354385,""lon"":145.1196606873082}"
2025-09-16T01:44:06.211411791Z,"{""lat"":-37.85354284659587,""lon"":145.11966274240183}"
2025-09-16T01:44:07.210193736Z,"{""lat"":-37.853542832938416,""lon"":145.1196627985682}"
2025-09-16T01:44:08.204739288Z,"{""lat"":-37.85354436188005,""lon"":145.11966137866685}"
2025-09-16T01:44:09.22055528Z,"{""lat"":-37.85354533935334,""lon"":145.11966297407878}"
2025-09-16T01:44:10.219787731Z,"{""lat"":-37.85354482287894,""lon"":145.11966735461993}"
2025-09-16T01:44:11.218618704Z,"{""lat"":-37.85354309212,""lon"":145.11967090728774}"
2025-09-16T01:44:12.220019279Z,"{""lat"":-37.85354470382719,""lon"":145.11967712417308}"
2025-09-16T01:44:13.220448383Z,"{""lat"":-37.85353815868765,""lon"":145.1196778712357}"
2025-09-16T01:44:14.221281071Z,"{""lat"":-37.85353960850885,""lon"":145.11967792152151}"
2025-09-16T01:44:15.225377092Z,"{""lat"":-37.85354111900994,""lon"":145.11967617035845}"
2025-09-16T01:44:16.198108794Z,"{""lat"":-37.85353884517347,""lon"":145.1196744293585}"
2025-09-16T01:44:17.196202217Z,"{""lat"":-37.853536147249244,""lon"":145.11967182482917}"
2025-09-16T01:44:18.19060187Z,"{""lat"":-37.85353818269677,""lon"":145.11967368684222}"
2025-09-16T01:44:19.217337143Z,"{""lat"":-37.8535399183509,""lon"":145.11967608200376}"
2025-09-16T01:44:20.19201878Z,"{""lat"":-37.85353937330808,""lon"":145.11967872807088}"
2025-09-16T01:44:21.204570782Z,"{""lat"":-37.85353632711851,""lon"":145.1196767655419}"
2025-09-16T01:44:22.218503337Z,"{""lat"":-37.85353612837111,""lon"":145.11967484214568}"
2025-09-16T01:44:23.21344845Z,"{""lat"":-37.85353475247847,""lon"":145.11967173276074}"
2025-09-16T01:44:24.206545482Z,"{""lat"":-37.853533345365356,""lon"":145.11967087678696}"
2025-09-16T01:44:25.218437252Z,"{""lat"":-37.85353356843057,""lon"":145.1196731975981}"
2025-09-16T01:44:26.396278264Z,"{""lat"":-37.85353418888322,""lon"":145.1196744474903}"
2025-09-16T01:44:27.223346073Z,"{""lat"":-37.85353456606089,""lon"":145.11967501381287}"
2025-09-16T01:44:28.232555741Z,"{""lat"":-37.85353273698604,""lon"":145.11967492806056}"
2025-09-16T01:44:29.206566562Z,"{""lat"":-37.85353386557289,""lon"":145.1196736413749}"
2025-09-16T01:44:30.223632642Z,"{""lat"":-37.853536286043195,""lon"":145.11967412477614}"
2025-09-16T01:44:31.223415044Z,"{""lat"":-37.85354127660318,""lon"":145.11967270834947}"
2025-09-16T01:44:32.196380814Z,"{""lat"":-37.85354254850733,""lon"":145.1196758012703}"
2025-09-16T01:44:33.212670357Z,"{""lat"":-37.85354347084738,""lon"":145.1196762328077}"
2025-09-16T01:44:34.237121572Z,"{""lat"":-37.853545849568974,""lon"":145.11967853477842}"
2025-09-16T01:44:35.217262767Z,"{""lat"":-37.853543441343454,""lon"":145.1196745889052}"
2025-09-16T01:44:36.200391003Z,"{""lat"":-37.85354506307268,""lon"":145.11967465170466}"
2025-09-16T01:44:37.235525588Z,"{""lat"":-37.85354922097301,""lon"":145.11967258033243}"
2025-09-16T01:44:38.219203124Z,"{""lat"":-37.85354533529769,""lon"":145.11967616435953}"
2025-09-16T01:44:39.218032148Z,"{""lat"":-37.853537870392756,""lon"":145.11967575037644}"
2025-09-16T01:44:40.210241616Z,"{""lat"":-37.853538743505375,""lon"":145.11967944417188}"
2025-09-16T01:44:41.2010483Z,"{""lat"":-37.853536183513185,""lon"":145.11967330023748}"
2025-09-16T01:44:42.235830167Z,"{""lat"":-37.853530206646035,""lon"":145.11966891721957}"
2025-09-16T01:44:43.241747902Z,"{""lat"":-37.85353368721031,""lon"":145.11966784393894}"
2025-09-16T01:44:44.427154563Z,"{""lat"":-37.85353957791278,""lon"":145.11966557645158}"
2025-09-16T01:44:45.267143301Z,"{""lat"":-37.85354230226051,""lon"":145.1196669461915}"
2025-09-16T01:44:46.233278716Z,"{""lat"":-37.85353874585663,""lon"":145.11967299529232}"
2025-09-16T01:44:47.243401598Z,"{""lat"":-37.85353407830378,""lon"":145.1196616409556}"
2025-09-16T01:44:48.235578455Z,"{""lat"":-37.85353465768998,""lon"":145.11966568090247}"
2025-09-16T01:44:49.674224313Z,"{""lat"":-37.85353126451902,""lon"":145.11966973409577}"
2025-09-16T01:44:50.252747219Z,"{""lat"":-37.85353805468018,""lon"":145.11966718560038}"
2025-09-16T01:44:51.264508898Z,"{""lat"":-37.85353809726298,""lon"":145.1196670771427}"
2025-09-16T01:44:52.234384081Z,"{""lat"":-37.85353831415373,""lon"":145.11966159552597}"
2025-09-16T01:44:53.233566173Z,"{""lat"":-37.85353642857878,""lon"":145.11966912741372}"
2025-09-16T01:44:54.252477894Z,"{""lat"":-37.85354599632371,""lon"":145.1196702844523}"
2025-09-16T01:44:55.260499557Z,"{""lat"":-37.853546285329635,""lon"":145.11966782289238}"
2025-09-16T01:44:56.263414643Z,"{""lat"":-37.853546285329635,""lon"":145.11966782289238}"
2025-09-16T01:44:57.225256633Z,"{""lat"":-37.85354642526122,""lon"":145.1196655563801}"
2025-09-16T01:44:58.256586249Z,"{""lat"":-37.853545664455936,""lon"":145.1196713429541}"
2025-09-16T01:44:59.251477707Z,"{""lat"":-37.853544852026154,""lon"":145.1196736563972}"
2025-09-16T01:45:00.266651346Z,"{""lat"":-37.85354004742762,""lon"":145.11967172317964}"
2025-09-16T01:45:01.229465592Z,"{""lat"":-37.85353943273129,""lon"":145.1196752478603}"
2025-09-16T01:45:02.265581665Z,"{""lat"":-37.853540061311755,""lon"":145.11967843928875}"
2025-09-16T01:45:03.267511044Z,"{""lat"":-37.8535395636347,""lon"":145.1196755597303}"
2025-09-16T01:45:04.248626676Z,"{""lat"":-37.85353608584656,""lon"":145.11966873018312}"
2025-09-16T01:45:05.25625115Z,"{""lat"":-37.853537712887515,""lon"":145.11966605530787}"
2025-09-16T01:45:06.231393637Z,"{""lat"":-37.85353220796766,""lon"":145.1196715064573}"
2025-09-16T01:45:07.26764135Z,"{""lat"":-37.85353315729896,""lon"":145.1196691426323}"
2025-09-16T01:45:08.299409945Z,"{""lat"":-37.853535856323745,""lon"":145.1196666586925}"
2025-09-16T01:45:09.232427533Z,"{""lat"":-37.85353550554976,""lon"":145.11966847789634}"
2025-09-16T01:45:10.252557207Z,"{""lat"":-37.85353388988785,""lon"":145.11966928234182}"
2025-09-16T01:45:11.263456636Z,"{""lat"":-37.85353265978193,""lon"":145.11967592373375}"
2025-09-16T01:45:12.578060915Z,"{""lat"":-37.85353340403865,""lon"":145.1196756265552}"
2025-09-16T01:45:13.242541928Z,"{""lat"":-37.85354172254515,""lon"":145.1196785065454}"
2025-09-16T01:45:14.253327286Z,"{""lat"":-37.853545920321295,""lon"":145.11967658727028}"
2025-09-16T01:45:15.228114904Z,"{""lat"":-37.85354254469809,""lon"":145.1196708004819}"
2025-09-16T01:45:16.257364045Z,"{""lat"":-37.85354047044474,""lon"":145.11966871889146}"
2025-09-16T01:45:17.241244014Z,"{""lat"":-37.853542873113156,""lon"":145.11966838173961}"
2025-09-16T01:45:18.28832399Z,"{""lat"":-37.85354354197944,""lon"":145.11967529768313}"
2025-09-16T01:45:19.232605398Z,"{""lat"":-37.85354468044091,""lon"":145.11967315110272}"
2025-09-16T01:45:20.240312468Z,"{""lat"":-37.853545539524866,""lon"":145.11967302902897}"
2025-09-16T01:45:21.34950657Z,"{""lat"":-37.853540648010124,""lon"":145.11967711153568}"
2025-09-16T01:45:22.245508745Z,"{""lat"":-37.853539322969084,""lon"":145.11967284861416}"
2025-09-16T01:45:23.289494582Z,"{""lat"":-37.85353904353793,""lon"":145.11966885682835}"
2025-09-16T01:45:24.280425855Z,"{""lat"":-37.85353813370653,""lon"":145.11966946704183}"
2025-09-16T01:45:25.26434734Z,"{""lat"":-37.85353903585992,""lon"":145.11967214523207}"
2025-09-16T01:45:26.376530859Z,"{""lat"":-37.85354006991534,""lon"":145.11967255979542}"
2025-09-16T01:45:27.293576001Z,"{""lat"":-37.85353462412336,""lon"":145.119668106998}"
2025-09-16T01:45:28.275311314Z,"{""lat"":-37.85353567703874,""lon"":145.11966638081674}"
2025-09-16T01:45:29.274558153Z,"{""lat"":-37.85353609207106,""lon"":145.11967129138574}"
2025-09-16T01:45:30.277506801Z,"{""lat"":-37.853535299193105,""lon"":145.11967276809054}"
2025-09-16T01:45:31.284643754Z,"{""lat"":-37.85353701625813,""lon"":145.1196755085735}"
2025-09-16T01:45:32.275790709Z,"{""lat"":-37.85354049236228,""lon"":145.11967038731865}"
2025-09-16T01:45:33.277666481Z,"{""lat"":-37.85354530803161,""lon"":145.1196676829439}"
2025-09-16T01:45:34.273437971Z,"{""lat"":-37.853541358367494,""lon"":145.11966535215794}"
2025-09-16T01:45:35.305448045Z,"{""lat"":-37.85354105874554,""lon"":145.11967246518296}"
2025-09-16T01:45:36.31970428Z,"{""lat"":-37.85353898863937,""lon"":145.1196704803707}"
2025-09-16T01:45:37.311410309Z,"{""lat"":-37.853541862493216,""lon"":145.1196717715007}"
2025-09-16T01:45:38.31333838Z,"{""lat"":-37.85354172667231,""lon"":145.1196682035671}"
2025-09-16T01:45:39.311424959Z,"{""lat"":-37.85354573360446,""lon"":145.11967074456518}"
2025-09-16T01:45:40.28506819Z,"{""lat"":-37.85354315947933,""lon"":145.11966833649973}"
2025-09-16T01:45:41.295204496Z,"{""lat"":-37.85354176881279,""lon"":145.11966992920034}"
2025-09-16T01:45:42.320036869Z,"{""lat"":-37.85354080631623,""lon"":145.11967073513583}"
2025-09-16T01:45:43.332602641Z,"{""lat"":-37.85354463692185,""lon"":145.1196703025561}"
2025-09-16T01:45:44.311554766Z,"{""lat"":-37.85353945924433,""lon"":145.11967076388885}"
2025-09-16T01:45:45.311636365Z,"{""lat"":-37.85354192211216,""lon"":145.11967156540666}"
2025-09-16T01:45:46.308616705Z,"{""lat"":-37.85354192211216,""lon"":145.11967156540666}"
2025-09-16T01:45:47.31373705Z,"{""lat"":-37.85354192211216,""lon"":145.11967156540666}"
2025-09-16T01:45:48.314393251Z,"{""lat"":-37.85354210126472,""lon"":145.11967398324347}"
2025-09-16T01:45:49.318557892Z,"{""lat"":-37.8535416729028,""lon"":145.11967354874858}"
2025-09-16T01:45:50.322139501Z,"{""lat"":-37.85354185461746,""lon"":145.11967825336055}"
2025-09-16T01:45:51.333563984Z,"{""lat"":-37.8535385049529,""lon"":145.11967428858634}"
2025-09-16T01:45:52.331562713Z,"{""lat"":-37.85354083392418,""lon"":145.1196752339119}"
2025-09-16T01:45:53.291824627Z,"{""lat"":-37.853536178317036,""lon"":145.11966851513847}"
2025-09-16T01:46:16.006819034Z,"{""lat"":-37.85359462332496,""lon"":145.11964410084875}"
2025-09-16T01:46:17.026044624Z,"{""lat"":-37.85359462332496,""lon"":145.11964410084875}"
2025-09-16T01:46:18.031786739Z,"{""lat"":-37.85359462332496,""lon"":145.11964410084875}"
2025-09-16T01:46:19.040747244Z,"{""lat"":-37.85359462332496,""lon"":145.11964410084875}"
2025-09-16T01:46:20.040958665Z,"{""lat"":-37.85352824325313,""lon"":145.11966007045376}"
2025-09-16T01:46:21.012136991Z,"{""lat"":-37.853523113555596,""lon"":145.11965377560898}"
2025-09-16T01:46:22.023252861Z,"{""lat"":-37.853532796343956,""lon"":145.11964726631118}"
2025-09-16T01:46:23.02214307Z,"{""lat"":-37.853539549194835,""lon"":145.1196410287951}"
2025-09-16T01:46:24.013121475Z,"{""lat"":-37.85353800775843,""lon"":145.11966231915181}"
2025-09-16T01:46:25.023094141Z,"{""lat"":-37.85354428859331,""lon"":145.11966212654204}"
2025-09-16T01:46:26.011013366Z,"{""lat"":-37.853547199688826,""lon"":145.119659142843}"
2025-09-16T01:46:27.019111463Z,"{""lat"":-37.853547369801746,""lon"":145.11965569077304}"
2025-09-16T01:46:28.044196674Z,"{""lat"":-37.85355499443778,""lon"":145.11965122839163}"
2025-09-16T01:46:29.019705613Z,"{""lat"":-37.853553938864486,""lon"":145.11965746538016}"
2025-09-16T01:46:30.033325906Z,"{""lat"":-37.85354785774152,""lon"":145.119657868364}"
2025-09-16T01:46:31.053921534Z,"{""lat"":-37.85354785774165,""lon"":145.119657868364}"
2025-09-16T01:46:32.041989413Z,"{""lat"":-37.85354386996374,""lon"":145.11965903147367}"
2025-09-16T01:46:33.061868096Z,"{""lat"":-37.85354398410179,""lon"":145.11965782903954}"
2025-09-16T01:46:34.050761372Z,"{""lat"":-37.85354736781227,""lon"":145.1196614546829}"
2025-09-16T01:46:35.049865803Z,"{""lat"":-37.85354876710086,""lon"":145.119665318771}"
2025-09-16T01:46:36.065099191Z,"{""lat"":-37.85354916445197,""lon"":145.11966833946852}"
2025-09-16T01:46:37.057848697Z,"{""lat"":-37.8535470548528,""lon"":145.1196651081065}"
2025-09-16T01:46:38.068800937Z,"{""lat"":-37.853544002690825,""lon"":145.1196635991449}"
2025-09-16T01:46:39.077322708Z,"{""lat"":-37.85354525364305,""lon"":145.11966070602972}"
2025-09-16T01:46:40.071223658Z,"{""lat"":-37.853544732983096,""lon"":145.11965805253718}"
2025-09-16T01:46:41.066615295Z,"{""lat"":-37.85354565440746,""lon"":145.11965602840345}"
2025-09-16T01:46:42.186006353Z,"{""lat"":-37.853544693611866,""lon"":145.1196593637333}"
2025-09-16T01:46:43.093151254Z,"{""lat"":-37.85354631909615,""lon"":145.11965696587814}"
2025-09-16T01:46:44.054697472Z,"{""lat"":-37.85354537028775,""lon"":145.11965461005823}"
2025-09-16T01:46:45.048433482Z,"{""lat"":-37.853543232155026,""lon"":145.1196543179309}"
2025-09-16T01:46:46.047351008Z,"{""lat"":-37.8535440904026,""lon"":145.11965393921264}"
2025-09-16T01:46:47.068278264Z,"{""lat"":-37.85354355710602,""lon"":145.1196551279538}"
2025-09-16T01:46:48.073221648Z,"{""lat"":-37.85354567746965,""lon"":145.11965422652318}"
2025-09-16T01:46:49.061634347Z,"{""lat"":-37.853545607504735,""lon"":145.1196518066513}"
2025-09-16T01:46:50.097578589Z,"{""lat"":-37.8535440119856,""lon"":145.119656622141}"
2025-09-16T01:46:51.056121462Z,"{""lat"":-37.85354375846325,""lon"":145.11967132527252}"
2025-09-16T01:46:52.060243758Z,"{""lat"":-37.85354312337352,""lon"":145.11967314639574}"
2025-09-16T01:46:53.069150951Z,"{""lat"":-37.85354367792688,""lon"":145.11967088598843}"
2025-09-16T01:46:54.048062426Z,"{""lat"":-37.853541717802216,""lon"":145.11967591009366}"
2025-09-16T01:46:55.048092574Z,"{""lat"":-37.85354318398474,""lon"":145.11967148020904}"
2025-09-16T01:46:56.14496198Z,"{""lat"":-37.85354160553179,""lon"":145.1196707959693}"
2025-09-16T01:47:04.179278878Z,"{""lat"":-37.85355085367423,""lon"":145.11966349338078}"
2025-09-16T01:47:04.983168834Z,"{""lat"":-37.85355085367423,""lon"":145.11966349338078}"
2025-09-16T01:47:06.013268394Z,"{""lat"":-37.85355085367423,""lon"":145.11966349338078}"
2025-09-16T01:47:06.984304859Z,"{""lat"":-37.85355085367423,""lon"":145.11966349338078}"
2025-09-16T01:47:07.971787931Z,"{""lat"":-37.85377653922861,""lon"":145.11947673741068}"
2025-09-16T01:47:08.985137582Z,"{""lat"":-37.853662035936686,""lon"":145.11973364533682}"
2025-09-16T01:47:09.999061526Z,"{""lat"":-37.85363467791194,""lon"":145.11976770534358}"
2025-09-16T01:47:11.001265715Z,"{""lat"":-37.85363467791194,""lon"":145.11976770534358}"
2025-09-16T01:47:11.991296997Z,"{""lat"":-37.85355531355182,""lon"":145.11974831887818}"
2025-09-16T01:47:12.964491266Z,"{""lat"":-37.85355531355182,""lon"":145.11974831887818}"
2025-09-16T01:47:13.994443652Z,"{""lat"":-37.85355531355182,""lon"":145.11974831887818}"
2025-09-16T01:47:14.984318813Z,"{""lat"":-37.85355531355182,""lon"":145.11974831887818}"
2025-09-16T01:47:16.003147026Z,"{""lat"":-37.85355531355182,""lon"":145.11974831887818}"
2025-09-16T01:47:17.005550105Z,"{""lat"":-37.85355531355182,""lon"":145.11974831887818}"
2025-09-16T01:47:18.016103721Z,"{""lat"":-37.85355531355182,""lon"":145.11974831887818}"
2025-09-16T01:47:19.006424275Z,"{""lat"":-37.85355531355182,""lon"":145.11974831887818}"
2025-09-16T01:47:20.002505622Z,"{""lat"":-37.85355531355182,""lon"":145.11974831887818}"
2025-09-16T01:47:20.983296679Z,"{""lat"":-37.853555313551965,""lon"":145.11974831887818}"
2025-09-16T01:47:22.02153722Z,"{""lat"":-37.853555313551965,""lon"":145.11974831887818}"
2025-09-16T01:47:23.006343619Z,"{""lat"":-37.853555313551965,""lon"":145.11974831887818}"
2025-09-16T01:47:24.000287033Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:25.032793422Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:25.980144044Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:27.016433998Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:28.005234604Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:29.027504584Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:30.001302939Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:30.977466632Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:32.008319879Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:33.003335625Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:34.000225609Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:35.027530489Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:36.005376051Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:37.026666784Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:38.006321753Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:39.017280131Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:40.01242585Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:41.102395843Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:41.988340962Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:43.031275786Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:44.015206642Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:45.014852356Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:46.007348825Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:47.033499958Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:48.041373911Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:49.027371895Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:50.006176096Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:51.033059946Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:52.013202491Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:53.032421917Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:54.028357998Z,"{""lat"":-37.85354583446495,""lon"":145.11963641276606}"
2025-09-16T01:47:55.039413587Z,"{""lat"":-37.85354010543268,""lon"":145.11964769982367}"
2025-09-16T01:47:56.026384999Z,"{""lat"":-37.853540197243,""lon"":145.11964627256754}"
2025-09-16T01:47:57.029758941Z,"{""lat"":-37.85354069474128,""lon"":145.11964790768945}"
2025-09-16T01:47:58.024465329Z,"{""lat"":-37.853539594257555,""lon"":145.11964938557375}"
2025-09-16T01:47:59.002261314Z,"{""lat"":-37.85353941533184,""lon"":145.11965075968442}"
2025-09-16T01:48:00.026293024Z,"{""lat"":-37.85354051436918,""lon"":145.1196511491423}"
2025-09-16T01:48:01.020579028Z,"{""lat"":-37.85354118211852,""lon"":145.11965243640518}"
2025-09-16T01:48:02.014405271Z,"{""lat"":-37.85353973670274,""lon"":145.11964966559063}"
2025-09-16T01:48:03.281312558Z,"{""lat"":-37.85354048353309,""lon"":145.1196496865621}"
2025-09-16T01:48:04.008166779Z,"{""lat"":-37.85354180080232,""lon"":145.1196504179066}"
2025-09-16T01:48:05.004253507Z,"{""lat"":-37.853541676025266,""lon"":145.11965392572375}"
2025-09-16T01:48:06.004435624Z,"{""lat"":-37.85354162756948,""lon"":145.11965343795822}"
2025-09-16T01:48:07.02044039Z,"{""lat"":-37.85354205778991,""lon"":145.11965201877044}"
2025-09-16T01:48:08.029751678Z,"{""lat"":-37.85354158181018,""lon"":145.11965114392925}"
2025-09-16T01:48:09.051544191Z,"{""lat"":-37.85354089626736,""lon"":145.11965121505062}"
2025-09-16T01:48:10.024544316Z,"{""lat"":-37.85353824273006,""lon"":145.119650180436}"
2025-09-16T01:48:10.994436928Z,"{""lat"":-37.853536662652644,""lon"":145.11965260178346}"
2025-09-16T01:48:12.014323861Z,"{""lat"":-37.853535089144415,""lon"":145.1196566310471}"
2025-09-16T01:48:13.014068318Z,"{""lat"":-37.853538353889874,""lon"":145.11965503195583}"
2025-09-16T01:48:14.042427034Z,"{""lat"":-37.853540494633734,""lon"":145.1196532843684}"
2025-09-16T01:48:15.021959278Z,"{""lat"":-37.85354261055707,""lon"":145.11965148229385}"
2025-09-16T01:48:16.046606523Z,"{""lat"":-37.853542847958025,""lon"":145.11965362105983}"
2025-09-16T01:48:17.06241982Z,"{""lat"":-37.8535409826017,""lon"":145.11965581684305}"
2025-09-16T01:48:18.067150071Z,"{""lat"":-37.85353877360071,""lon"":145.11965722681958}"
2025-09-16T01:48:19.031549069Z,"{""lat"":-37.85354056221254,""lon"":145.11965523932255}"
2025-09-16T01:48:20.06105091Z,"{""lat"":-37.85354220851696,""lon"":145.11965346368686}"
2025-09-16T01:48:21.029426087Z,"{""lat"":-37.85354447222429,""lon"":145.1196527910632}"
2025-09-16T01:48:22.054253656Z,"{""lat"":-37.85354255243889,""lon"":145.11965425339565}"
2025-09-16T01:48:23.076449448Z,"{""lat"":-37.853541291585216,""lon"":145.119654814435}"
2025-09-16T01:48:24.059119728Z,"{""lat"":-37.85354090060648,""lon"":145.11965425125544}"
2025-09-16T01:48:25.065222928Z,"{""lat"":-37.85354217484027,""lon"":145.11965317644436}"
2025-09-16T01:48:26.030025737Z,"{""lat"":-37.85354126120986,""lon"":145.11965422387362}"
2025-09-16T01:48:27.047402772Z,"{""lat"":-37.853541604091575,""lon"":145.11965551960918}"
2025-09-16T01:48:28.075717426Z,"{""lat"":-37.853541707134404,""lon"":145.11965623194567}"
2025-09-16T01:48:29.064518468Z,"{""lat"":-37.853542927738104,""lon"":145.11965717855233}"
2025-09-16T01:48:30.051550459Z,"{""lat"":-37.85354182368117,""lon"":145.119655673536}"
2025-09-16T01:48:31.066012477Z,"{""lat"":-37.85354220124089,""lon"":145.11965633556588}"
2025-09-16T01:48:32.073237284Z,"{""lat"":-37.85354236655069,""lon"":145.11965444237148}"
2025-09-16T01:48:33.066388796Z,"{""lat"":-37.85354135547504,""lon"":145.1196541843509}"
2025-09-16T01:48:34.087390752Z,"{""lat"":-37.85354262487922,""lon"":145.11965219903132}"
2025-09-16T01:48:35.048431519Z,"{""lat"":-37.85353971412617,""lon"":145.1196519895954}"
